scenario_name,group_name,nominal_collision_count,nominal_invalid_point_count,nominal_invalid_edge_count,nominal_min_clearance,modulated_collision_count,modulated_invalid_point_count,modulated_invalid_edge_count,modulated_min_clearance,safety_margin,avoidance_success,path_length_nominal,path_length_modulated,path_length_ratio,jerk_nominal,jerk_modulated,smoothness_gain,rrt_stop_reason,rrt_iter_used,rrt_collision_queries,rrt_elapsed_ms,cart_waypoint_count,ur_move_available,ur_move_transport,moveit_plan_success,execution_requested,execution_success,execution_id,result_interpretable,failure_reason,nominal_path_points,rrt_path_points,modulated_path_points,fmp_fallback_used,algorithm,danger_count,danger_segment_count,via_point_count,matlab_parameters,matlab_rrt_parameters,corner_smoothing_metadata,plane_frame_id,dispatch_summary,dispatch_requested
obstacle_middle,left_arm,89,44,45,-0.12,0,0,0,0.0039035373869068385,0.0035,True,0.8,0.9909809112870982,1.2387261391088726,8.521615185428514e-11,9359.955201379711,-9359.955201379626,success,6000,70217,5815.738226054236,30,True,workspace_client,True,True,True,,True,,150,19,300,False,matlab_intent_informed_rrt_star_ta_hdi_fmp,46,1,74,"{'demo_len': 150, 'demo_dt': 0.1, 'alpha': 0.1, 'n_clusters': 20, 'online_dt': 0.05, 'interp_dist': 0.5, 'via_trim': 0.05, 'transition_ratio': 0.1, 'transition_gamma': 1.0, 'safe_margin': 0.2, 'danger_segment_gap': 10, 'segment_padding': 4, 'corner_smoothing_enabled': False, 'corner_angle_threshold_rad': 0.01, 'corner_window_mode': 'time', 'corner_window_value': 0.1, 'enabled': True, 'smoothing': True, 'smoothing_window': 11, 'smoothing_iterations': 2, 'blend_strength': 1.0}","{'step_size': 1.5, 'r_neighbor': 4.0, 'max_iter': 6000, 'edge_sample_step': 0.5, 'rrt_inflation': 0.5, 'convergence_window': 200, 'convergence_epsilon_rel': 0.001, 'convergence_hits': 3, 'lambda_k': 0.15, 'enable_refine': True, 'refine_budget': 100, 'enable_intent_bias': True, 'p_intent_pre': 0.55, 'p_goal_pre': 0.15, 'p_uniform_pre': 0.3, 'p_intent_post': 0.65, 'p_informed_post': 0.3, 'p_goal_post': 0.05, 'sigma_intent': 1.2, 'post_intent_max_retry': 10}","{'enabled': False, 'window_mode': 'time', 'configured_window_value': 0.1, 'sample_interval_sec': 0.04999999999999993, 'resolved_window_samples': 2, 'angle_threshold_rad': 0.01, 'sharp_point_count': 0, 'region_count': 0, 'applied': False, 'max_displacement_uv': 0.0, 'mean_displacement_uv': 0.0, 'interpretation': '0.1 seconds converted using trajectory sample interval'}",base_link,"{'nominal_count': 150, 'modulated_count': 300, 'algorithm_failure': None, 'safety_pass': True, 'simplified_count': 300, 'resampled_count': 30, 'cart_waypoint_count': 30, 'dispatch': True, 'group': 'left_arm', 'planner': 'lin', 'frame_id': 'base_link', 'ik_frame': 'left_ee_link', 'blocked_stage': '', 'blocked_reason': ''}",True
