scenario_name,collision_backend_available,collision_backend_checked,collision_backend_error,dryrun_mode,result_interpretable,failure_reason,avoidance_success,nominal_invalid_state_count,nominal_invalid_edge_count,modulated_invalid_state_count,modulated_invalid_edge_count,joint_path_length,max_joint_delta,joint_jerk_integral,estimated_max_velocity,estimated_max_acceleration,trajectory_length_ratio,fmp_via_count,fmp_max_abs_modulated_minus_nominal,fmp_effectively_passthrough,dispatch_action_status,dispatch_error_code,execution_aborted,rrt_stop_reason,rrt_elapsed_ms,rrt_collision_queries,local_paths_checked,local_paths_passed,min_clearance,mean_clearance
offline_latest,1,1,,0,1,,1,96,97,0,0,3.109837268257241,0.036589671667234036,167.9637662826147,0.18294835833617018,0.8635887260590558,1.9436482926607757,31,0.3712347207035156,0,-1,0,0,optimized_timeout,2002.219837,90003,1,1,0.0,0.0
