scenario_name,group_name,nominal_collision_count,nominal_invalid_point_count,nominal_invalid_edge_count,nominal_min_clearance,modulated_collision_count,modulated_invalid_point_count,modulated_invalid_edge_count,modulated_min_clearance,safety_margin,avoidance_success,path_length_nominal,path_length_modulated,path_length_ratio,jerk_nominal,jerk_modulated,smoothness_gain,rrt_stop_reason,rrt_iter_used,rrt_collision_queries,rrt_elapsed_ms,cart_waypoint_count,ur_move_available,ur_move_transport,moveit_plan_success,execution_requested,execution_success,execution_id,result_interpretable,failure_reason,nominal_path_points,rrt_path_points,modulated_path_points,fmp_fallback_used,algorithm,danger_count,danger_segment_count,via_point_count,matlab_parameters,matlab_rrt_parameters,corner_smoothing_metadata,plane_frame_id
no_obstacle_line,left_arm,0,0,0,,0,0,0,,0.005,True,0.8,0.8,1.0,8.521615185428514e-11,8.521615185428514e-11,0.0,not_required,0,0,0.0,30,True,workspace_client,True,False,,0000000000000000,True,,150,0,150,False,matlab_intent_informed_rrt_star_ta_hdi_fmp,0,0,0,"{'demo_len': 150, 'demo_dt': 0.1, 'alpha': 0.1, 'n_clusters': 20, 'online_dt': 0.05, 'interp_dist': 0.5, 'via_trim': 0.05, 'transition_ratio': 0.1, 'transition_gamma': 1.0, 'safe_margin': 0.2, 'danger_segment_gap': 10, 'segment_padding': 4, 'corner_smoothing_enabled': True, 'corner_angle_threshold_rad': 0.01, 'corner_window_mode': 'time', 'corner_window_value': 0.1}","{'step_size': 1.5, 'r_neighbor': 4.0, 'max_iter': 6000, 'edge_sample_step': 0.5, 'rrt_inflation': 0.5, 'convergence_window': 200, 'convergence_epsilon_rel': 0.001, 'convergence_hits': 3, 'lambda_k': 0.15, 'enable_refine': True, 'refine_budget': 100, 'enable_intent_bias': True, 'p_intent_pre': 0.55, 'p_goal_pre': 0.15, 'p_uniform_pre': 0.3, 'p_intent_post': 0.65, 'p_informed_post': 0.3, 'p_goal_post': 0.05, 'sigma_intent': 1.2, 'post_intent_max_retry': 10}","{'enabled': True, 'window_mode': 'time', 'configured_window_value': 0.1, 'sample_interval_sec': 0.09999999999999964, 'resolved_window_samples': 1, 'angle_threshold_rad': 0.01, 'sharp_point_count': 0, 'region_count': 0, 'applied': False, 'max_displacement_uv': 0.0, 'mean_displacement_uv': 0.0, 'interpretation': '0.1 seconds converted using trajectory sample interval'}",base_link
