scenario_name,group_name,nominal_collision_count,nominal_invalid_point_count,nominal_invalid_edge_count,nominal_min_clearance,modulated_collision_count,modulated_invalid_point_count,modulated_invalid_edge_count,modulated_min_clearance,safety_margin,avoidance_success,path_length_nominal,path_length_modulated,path_length_ratio,jerk_nominal,jerk_modulated,smoothness_gain,rrt_stop_reason,rrt_iter_used,rrt_collision_queries,rrt_elapsed_ms,cart_waypoint_count,ur_move_available,ur_move_transport,moveit_plan_success,execution_requested,execution_success,execution_id,result_interpretable,failure_reason,nominal_path_points,rrt_path_points,modulated_path_points,fmp_fallback_used,algorithm,danger_count,danger_segment_count,via_point_count,matlab_parameters,matlab_rrt_parameters,corner_smoothing_metadata,plane_frame_id,dispatch_summary,dispatch_requested,scene_sync,preposition_result,start_cart_waypoint
matlab_sine_verified_obstacles,left_arm,145,71,74,-0.07129090303558151,105,52,53,-0.05617547044344322,0.005,False,1.2182424416541244,0.8759750223375382,0.7190481897413975,34.11769852288533,15939.456249315488,-15905.338550792603,success,16000,215868,12473.825225839391,0,False,,False,False,,,True,modulated_path_in_collision,150,43,300,False,matlab_intent_informed_rrt_star_ta_hdi_fmp,74,3,170,"{'demo_len': 150, 'demo_dt': 0.1, 'alpha': 0.1, 'n_clusters': 20, 'online_dt': 0.05, 'interp_dist': 0.5, 'via_trim': 0.05, 'transition_ratio': 0.1, 'transition_gamma': 1.0, 'safe_margin': 0.2, 'danger_segment_gap': 10, 'segment_padding': 4, 'corner_smoothing_enabled': True, 'corner_angle_threshold_rad': 0.01, 'corner_window_mode': 'time', 'corner_window_value': 0.1, 'enabled': True, 'smoothing': True}","{'step_size': 1.5, 'r_neighbor': 4.0, 'max_iter': 6000, 'edge_sample_step': 0.5, 'rrt_inflation': 0.5, 'convergence_window': 200, 'convergence_epsilon_rel': 0.001, 'convergence_hits': 3, 'lambda_k': 0.15, 'enable_refine': True, 'refine_budget': 100, 'enable_intent_bias': True, 'p_intent_pre': 0.55, 'p_goal_pre': 0.15, 'p_uniform_pre': 0.3, 'p_intent_post': 0.65, 'p_informed_post': 0.3, 'p_goal_post': 0.05, 'sigma_intent': 1.2, 'post_intent_max_retry': 10}","{'enabled': True, 'window_mode': 'time', 'configured_window_value': 0.1, 'sample_interval_sec': 0.04999999999999993, 'resolved_window_samples': 2, 'angle_threshold_rad': 0.01, 'sharp_point_count': 279, 'region_count': 1, 'applied': True, 'max_displacement_uv': 0.12193891134682484, 'mean_displacement_uv': 0.052750127602703145, 'interpretation': '0.1 seconds converted using trajectory sample interval'}",left_base_link,"{'nominal_count': 150, 'modulated_count': 300, 'algorithm_failure': 'modulated_path_in_collision', 'safety_pass': False, 'simplified_count': 0, 'resampled_count': 0, 'cart_waypoint_count': 0, 'dispatch': False, 'group': 'left_arm', 'planner': 'lin', 'frame_id': 'left_base_link', 'ik_frame': 'left_ee_link', 'blocked_stage': 'safety_check', 'blocked_reason': 'first_invalid_idx=124, clearance=-0.0562, collision_count=105', 'preposition_requested': False, 'scene_sync_success': False}",False,"{'attempted': True, 'success': False, 'obstacle_count': 3, 'frame_id': 'left_base_link', 'objects': [{'id': 'plane_demo_left_01', 'frame_id': 'left_base_link', 'position': [0.5504, 0.18059999999999998, 0.35], 'radius': 0.0144, 'height': 0.18}, {'id': 'plane_demo_left_02', 'frame_id': 'left_base_link', 'position': [0.5900000000000001, 0.15, 0.35], 'radius': 0.0144, 'height': 0.18}, {'id': 'plane_demo_left_03', 'frame_id': 'left_base_link', 'position': [0.6296, 0.1194, 0.35], 'radius': 0.0144, 'height': 0.18}], 'rviz_marker_topic': '/visualization_marker_array', 'rviz_markers_published': True, 'reason': 'apply_planning_scene_returned_false'}","{'requested': False, 'planning_success': False, 'execution_success': None, 'error': '', 'error_kind': '', 'planner': '', 'response': {}}",
